0.10000	210.35405	120.70680	300.00129	0.54366	0.84100	12.28990	4.61730	0.00019	0.19521	0.13499	46.38529	67.76515	46.84720	1.36052	0.48214	18.69824	42.20006	17.67456	18.70319	0.09595	0.23416	0.00000	0.76234	0.84631	0.32157	10.89949	11.03496	11.19208	0.99364	1.03350	0.99469	1.04308	1.04774	1.02397	1.00220	1.04417	1.10802	0.99609	1.11387	0.96507	1.10765	0.99657	1.10411	1.00563	1.00569	1.10828	1.01501	1.02665	1.03493	1.03384	1.04890	1.00201	1.04865	0.97500	1.05597	1.03514	0.99882	1.12017	1.01839	1.12252	1.00173	1.10949	1.00470	1.11878	1.00894	1.11895	1.00320	1.00910	1.00348	1.01287	1.00672	1.01076	1.00643	1.01237	1.01240	1.01655	1.02138	1.01296	1.02081	1.00440	1.00691	1.00867	1.00889	1.00608	1.00582	1.00000	1.00098	0.99214	1.01289	1.00775	1.01465	1.00799	1.01340	1.01635	1.01499	1.01218	1.02272	1.00663	1.00397	1.00488	1.00780	1.00722	1.00108	0.99877	0.99270	1.00230	0.98447	1.00937	0.99498	18.08544	18.06303	17.93074	17.91032	18.03193	18.02728	400.49100	18.04685	17.68576
0.20000	186.93880	73.87631	300.00129	0.47612	0.84023	12.28990	6.73052	0.00032	0.28455	0.13499	46.38553	67.68419	46.84593	1.36063	0.48155	18.71893	42.19679	17.66907	18.69033	0.09594	0.29760	0.00000	0.89443	0.98871	0.49335	10.89232	11.03230	11.18854	0.98578	1.02216	0.98530	1.03495	1.04109	1.01821	0.99673	1.03882	1.10388	0.99234	1.10975	0.96211	1.10424	0.99383	1.10142	1.00315	1.00402	1.10710	1.01454	1.02662	1.02998	1.02686	1.03807	0.99182	1.03726	0.96782	1.04950	1.02961	0.99454	1.11591	1.01505	1.11737	0.99889	1.10740	1.00202	1.11739	1.00773	1.11780	1.00294	0.99884	0.99456	1.00390	0.99658	1.00139	0.99957	1.00610	1.00635	1.01157	1.01779	1.00949	1.01657	1.00128	1.00371	1.00580	1.00591	1.00309	1.00330	0.99831	0.99973	0.99141	1.01335	0.99724	1.00438	0.99850	1.00577	1.00983	1.00898	1.00694	1.01879	1.00325	1.00063	1.00203	1.00488	1.00431	0.99820	0.99552	0.99016	1.00045	0.98337	1.00919	0.99475	18.11128	18.05980	17.94696	17.90870	18.02062	18.02889	401.02173	18.04039	17.69712
0.30000	175.50711	49.76666	301.24755	0.41752	0.90373	12.28955	9.75472	0.00055	0.41241	0.13498	46.38458	67.65439	46.84699	1.36089	0.48198	18.74680	42.18371	17.64800	18.68481	0.09592	0.38846	0.00000	1.05675	1.16443	0.67815	10.90397	11.04206	11.18322	0.97959	1.01220	0.97743	1.02812	1.03590	1.01421	0.99395	1.03680	1.10110	0.99027	1.10765	0.96061	1.10217	0.99193	1.09833	1.00103	1.00284	1.10628	1.01427	1.02629	1.02508	1.02024	1.02984	0.98382	1.02745	0.96225	1.04498	1.02552	0.99244	1.11406	1.01321	1.11769	0.99713	1.10518	0.99994	1.11609	1.00730	1.11785	1.00301	0.99190	0.99083	0.99684	0.98820	0.99372	0.99398	1.00157	1.00203	1.00830	1.01518	1.00732	1.01448	0.99964	1.00215	1.00425	1.00401	1.00081	1.00098	0.99696	0.99886	0.99075	1.01277	0.99357	0.99582	0.99107	1.00014	1.00571	1.00462	1.00365	1.01628	1.00118	0.99864	1.00026	1.00322	1.00263	0.99614	0.99332	0.98804	0.99910	0.98270	1.00856	0.99458	18.08220	18.06303	17.93398	17.90221	18.00768	18.03859	400.86267	18.05815	17.67440
0.40000	184.77294	62.99657	306.54931	0.37315	1.32617	12.28919	13.64342	0.00084	0.57681	0.13498	46.38682	67.62120	46.84646	1.36063	0.47909	18.74770	42.20987	17.62877	18.67654	0.09593	0.50519	0.00000	1.24327	1.35691	0.87112	10.90128	11.05181	11.17701	0.95079	0.98367	0.95605	1.00802	1.01938	1.00400	0.98403	1.02730	1.09246	0.98372	1.10079	0.95495	1.09570	0.98654	1.09146	0.99557	0.99930	1.10303	1.01298	1.02598	0.99179	0.99228	1.00284	0.96284	0.99906	0.94687	1.02761	1.01290	0.98428	1.10523	1.00763	1.11053	0.99203	1.09778	0.99426	1.11090	1.00467	1.11574	1.00254	0.96757	0.97491	0.98213	0.97029	0.97408	0.97930	0.98854	0.99077	0.99803	1.00773	1.00115	1.00910	0.99399	0.99679	0.99909	0.99858	0.99416	0.99562	0.99335	0.99700	0.98965	1.01311	0.98166	0.97689	0.97108	0.98578	0.99446	0.99345	0.99433	1.00885	0.99477	0.99267	0.99501	0.99811	0.99738	0.99040	0.98716	0.98275	0.99553	0.98033	1.00790	0.99378	18.08059	18.05980	17.94696	17.93464	18.03517	18.02243	400.17279	18.05008	17.66142
0.50000	196.42747	82.73164	310.12330	0.34727	1.84553	12.29156	17.21640	0.00112	0.72787	0.13500	46.38777	67.75067	46.84725	1.29586	0.47994	18.73961	42.20987	17.58297	18.64805	0.09594	0.61245	0.00000	1.42408	1.52899	1.04972	10.90666	11.06955	11.17701	0.68941	0.92309	0.91918	0.97433	0.99220	0.98584	0.96797	1.01082	1.07909	0.97193	1.09036	0.94610	1.08557	0.97736	1.07806	0.98631	0.99322	1.09884	1.01131	1.02500	0.73314	0.78328	0.92874	0.92414	0.95049	0.92081	1.00184	0.99243	0.97159	1.09085	0.99843	1.10018	0.98383	1.08710	0.98510	1.10486	1.00101	1.11313	1.00162	0.68510	0.89896	0.94866	0.93702	0.94496	0.95661	0.96774	0.97068	0.98101	0.99559	0.98974	0.99810	0.98489	0.98802	0.99057	0.98940	0.98341	0.98675	0.98742	0.99348	0.98790	1.01301	0.84367	0.94001	0.93900	0.96116	0.97343	0.97342	0.97744	0.99557	0.98333	0.98239	0.98556	0.98893	0.98841	0.98098	0.97671	0.97366	0.98964	0.97666	1.00699	0.99282	18.09836	18.07111	17.95020	17.92005	18.05780	18.03051	399.79651	18.06785	17.68252
0.60000	202.78823	94.45409	311.12237	0.33199	2.25871	12.29085	20.15989	0.00133	0.85231	0.13500	46.38777	67.86841	46.84773	1.18055	0.32223	18.74590	42.21805	17.48771	18.52674	0.09593	0.70082	0.00000	1.55996	1.65093	1.18101	10.91203	11.08463	11.18056	0.31143	0.49879	0.81807	0.71499	0.79617	0.94231	0.93232	0.95374	1.03758	0.95054	1.06547	0.93085	1.06680	0.96236	1.05581	0.97039	0.98301	1.09251	1.00794	1.02357	0.19891	0.35364	0.42961	0.81894	0.59793	0.84673	0.86508	0.90758	0.93879	1.05550	0.98151	1.07922	0.96901	1.06743	0.96905	1.09365	0.99493	1.10966	0.99981	0.31802	0.75907	0.85173	0.85403	0.86614	0.89054	0.89329	0.92259	0.94094	0.96582	0.96510	0.97702	0.96743	0.97265	0.97567	0.97361	0.96522	0.97143	0.97707	0.98687	0.98419	1.01289	0.37273	0.84605	0.85649	0.89369	0.92223	0.92832	0.94070	0.96888	0.96141	0.96378	0.96953	0.97370	0.97373	0.96471	0.95924	0.95803	0.97950	0.97029	1.00481	0.99144	18.08220	18.05657	17.93723	17.90870	18.03678	18.02728	399.38498	18.07915	17.68739
0.70000	217.26139	122.16702	312.35576	0.32509	2.74799	12.29546	21.77675	0.00146	0.92067	0.13505	46.38682	67.51712	46.84847	0.88326	0.03325	18.75220	42.19679	16.82640	17.68033	0.09593	0.74946	0.00000	1.64619	1.72239	1.26401	10.91383	11.08463	11.16105	0.22818	0.27177	0.63854	0.39699	0.60771	0.85143	0.85379	0.80655	0.91850	0.90618	1.02072	0.90908	1.04249	0.94513	1.03485	0.95532	0.97377	1.08598	1.00414	1.02201	0.21697	0.23649	0.25380	0.66255	0.26859	0.69410	0.68581	0.75209	0.85867	0.97439	0.95253	1.04259	0.95082	1.04565	0.95355	1.08440	0.98883	1.10502	0.99821	0.25072	0.63356	0.73092	0.72195	0.73657	0.76704	0.72765	0.81117	0.84494	0.89380	0.90886	0.93605	0.93959	0.94950	0.95687	0.95576	0.94536	0.95693	0.96733	0.98099	0.98083	1.01279	0.25210	0.72187	0.72189	0.76458	0.80591	0.81797	0.85243	0.90073	0.90579	0.92480	0.94337	0.95295	0.95545	0.94638	0.94029	0.94313	0.96993	0.96431	1.00220	0.98970	18.09674	18.05818	17.93885	17.91843	18.07073	18.03697	400.21259	18.10176	17.68252
0.80000	230.81102	147.73420	313.88783	0.32356	3.09406	12.41130	22.34159	0.00153	0.94455	0.13632	46.38600	67.20045	46.84783	0.65342	-0.15217	18.75040	42.19352	16.15869	16.97086	0.09592	0.76735	0.00000	1.69553	1.75897	1.31116	10.93534	11.09438	11.17080	0.23736	0.28212	0.50650	0.23357	0.26860	0.74487	0.75845	0.67576	0.80074	0.82316	0.92914	0.86387	0.99475	0.92115	1.01044	0.93970	0.96369	1.07903	1.00080	1.02025	0.23362	0.23919	0.25533	0.54332	0.26364	0.56399	0.44608	0.58480	0.75352	0.85863	0.89313	0.97986	0.92130	1.01527	0.93857	1.07473	0.98309	1.10236	0.99693	0.26284	0.53234	0.62849	0.61218	0.63008	0.65672	0.57883	0.69694	0.73127	0.79875	0.81109	0.85415	0.88175	0.90754	0.92694	0.93196	0.92364	0.94180	0.95845	0.97508	0.97743	1.01251	0.24764	0.62088	0.61249	0.65206	0.69413	0.70321	0.74463	0.80697	0.81149	0.84878	0.88725	0.91205	0.92360	0.92133	0.91884	0.92851	0.95993	0.95773	0.99946	0.98811	18.09351	18.06949	17.94047	17.89897	18.08205	18.03051	400.96054	18.13407	17.68414
0.90000	238.52859	161.76344	315.29374	0.32305	3.25008	12.40917	22.44059	0.00158	0.94873	0.13630	46.38529	68.05449	46.84820	0.64362	-0.23876	18.73781	42.21969	15.91321	16.72180	0.09593	0.77030	0.00000	1.72084	1.77618	1.33615	10.95147	11.10059	11.16637	0.24488	0.28670	0.41892	0.23042	0.23114	0.64854	0.65613	0.57195	0.73341	0.75064	0.90171	0.81985	0.97564	0.89577	0.99379	0.92807	0.95592	1.07533	0.99812	1.01863	0.24070	0.24650	0.26247	0.45992	0.26992	0.46371	0.25860	0.41757	0.64819	0.80552	0.84071	0.95707	0.88821	0.99871	0.92661	1.06630	0.97783	1.09879	0.99514	0.27387	0.45531	0.54368	0.52696	0.54603	0.56624	0.46230	0.59283	0.61914	0.71004	0.72306	0.78302	0.82819	0.86348	0.89300	0.90615	0.90176	0.93025	0.95029	0.96984	0.97447	1.01219	0.25564	0.54134	0.52629	0.56077	0.59858	0.59823	0.63855	0.71473	0.72243	0.77948	0.83318	0.86647	0.88876	0.89497	0.89774	0.91646	0.95203	0.95276	0.99645	0.98629	18.09513	18.04526	17.91939	17.91032	18.12084	17.99981	401.15326	18.10015	17.67765
1.00000	245.37938	175.06333	315.69543	0.32308	3.38702	12.44026	22.47820	0.00159	0.95032	0.13664	46.38635	67.18330	46.84778	0.64147	-0.24277	18.74860	42.20006	15.93520	16.73743	0.09593	0.77170	0.00000	1.73486	1.78420	1.35151	10.98015	11.10857	11.16282	0.24850	0.28602	0.36713	0.23502	0.22877	0.57202	0.56644	0.53062	0.70886	0.69933	0.87823	0.79494	0.96169	0.88205	0.98749	0.92156	0.95157	1.07104	0.99528	1.01642	0.24811	0.25263	0.26983	0.40594	0.27564	0.38690	0.25002	0.37200	0.57020	0.75782	0.80956	0.93452	0.86931	0.98630	0.92049	1.06243	0.97343	1.09627	0.99255	0.28015	0.39653	0.47405	0.46263	0.48112	0.49105	0.37845	0.50681	0.52229	0.63710	0.64712	0.72492	0.79003	0.83652	0.87150	0.89179	0.88941	0.92429	0.94466	0.96473	0.97009	1.01246	0.26332	0.47932	0.46053	0.48596	0.51844	0.51119	0.54589	0.63164	0.64664	0.72567	0.80077	0.84110	0.87273	0.88152	0.88559	0.91042	0.94770	0.94962	0.99310	0.98393	18.09513	18.06465	17.94534	17.91843	18.08366	18.01112	401.57080	18.07431	17.70037
